Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE
Cooper Kupp ,LAR,WR,1.0,11.84,94.67,8.07,124.89,10.62,1121.27,93.02,11.51,68.73,31.16,28.39,2.27,8.33,0.69,7.0,0.71,39.86,4.05,5.56,0.62,0.07,101.67,8.77,131.89,11.32,0.71,0.07,0.01,0.96,168.82,14.11,14.54,6.4,14.08,1.44,1.02,3.19,1.67,4.51,6.86,5.85,18.03,216.16,18.15,18.53,7.36,18.03,1.17,0.82,2.04,2.53,5.28,9.0,7.31,22.86,263.49,22.18,23.87,8.51,21.91,0.89,0.9,1.37,1.78,6.9,9.05,8.34,27.06,4
Justin Jefferson ,MIN,WR,1.0,16.9,118.77,7.02,173.59,10.25,1717.56,101.56,14.53,62.67,30.66,46.95,2.78,8.41,0.5,4.21,0.25,19.18,1.13,4.65,0.64,0.04,122.97,7.27,177.79,10.51,0.26,0.02,0.0,1.0,230.35,13.62,16.0,8.3,12.78,4.23,0.97,3.26,1.74,6.69,2.29,2.3,15.72,289.74,17.13,19.47,9.56,15.97,3.23,1.62,2.1,3.0,6.95,2.54,4.6,19.43,349.12,20.64,22.97,10.88,19.18,3.23,1.1,1.87,3.13,7.56,3.63,4.79,23.03,3
Stefon Diggs ,BUF,WR,1.0,16.82,108.1,6.42,156.51,9.3,1393.42,82.87,12.97,55.68,30.44,32.39,1.93,10.26,0.61,0.91,0.06,0.66,0.06,-1.27,0.0,0.0,109.01,6.48,157.42,9.36,0.12,0.01,0.0,1.0,200.74,11.93,11.75,6.94,11.74,3.39,3.63,3.03,4.3,2.47,1.42,2.11,12.74,254.79,15.14,15.79,7.94,14.86,2.04,2.53,4.38,4.59,3.28,3.0,4.05,17.23,308.84,18.35,19.56,9.02,17.96,2.04,2.25,4.22,2.07,6.24,3.36,4.49,20.63,4
Davante Adams ,LV,WR,1.0,16.26,106.47,6.6,172.15,10.59,1490.67,91.76,14.1,59.28,29.96,42.27,2.58,13.3,0.82,1.85,0.11,-0.62,-0.04,-0.2,0.0,0.0,108.32,6.71,174.0,10.69,0.14,0.01,0.0,1.0,228.61,14.07,10.74,9.24,12.86,2.94,3.92,2.42,0.52,6.46,1.54,2.44,13.07,281.85,17.37,14.71,10.23,15.94,2.02,3.11,3.68,0.79,6.66,2.31,4.43,17.12,335.08,20.68,18.58,11.31,19.04,1.99,2.19,3.03,2.29,6.77,3.21,5.36,20.94,4
Tyreek Hill ,MIA,WR,1.0,16.61,111.47,6.68,160.65,9.64,1517.73,91.1,13.63,67.52,30.86,38.39,2.31,8.28,0.5,8.12,0.5,56.37,3.43,6.49,0.81,0.05,119.6,7.18,168.77,10.13,0.25,0.01,0.0,1.0,211.48,12.75,10.89,8.23,12.03,3.17,2.94,3.76,2.73,4.0,2.07,3.21,13.16,267.22,16.09,13.08,9.51,15.07,2.64,2.47,3.9,2.02,5.58,2.9,3.67,16.05,322.95,19.43,16.55,10.88,18.1,2.64,0.92,4.64,2.59,5.82,5.61,4.18,20.46,4
Ja'Marr Chase ,CIN,WR,1.0,14.14,85.29,6.14,132.29,9.52,1162.86,81.93,13.72,66.29,27.85,29.71,2.03,10.14,0.71,5.57,0.39,11.71,0.8,2.0,0.0,0.0,90.86,6.54,137.86,9.9,1.71,0.12,0.02,1.0,174.89,12.29,9.81,8.8,11.37,4.29,1.71,2.86,1.0,4.29,1.36,1.24,11.51,217.53,15.37,12.77,9.73,14.28,1.86,4.14,1.86,2.0,4.29,1.36,4.79,15.04,260.17,18.44,15.84,10.75,17.21,1.57,1.29,4.29,2.0,5.0,4.61,5.67,19.59,2
Keenan Allen ,LAC,WR,1.0,12.11,80.7,6.65,113.83,9.3,888.33,73.76,11.09,43.2,25.77,15.11,1.28,4.97,0.41,0.83,0.08,5.46,0.53,5.04,0.0,0.0,81.53,6.73,114.66,9.37,0.81,0.08,0.01,0.98,118.24,9.78,9.37,5.18,10.35,2.09,3.93,3.7,1.59,0.79,1.03,1.54,10.48,158.59,13.11,13.08,5.98,13.8,1.18,3.29,3.16,3.49,0.99,1.69,4.06,14.58,198.94,16.44,16.3,7.01,17.15,1.18,2.29,3.34,3.68,1.62,2.49,4.82,18.06,4
Deebo Samuel ,SF,WR,1.0,13.23,58.95,4.45,95.21,7.15,805.35,59.18,13.17,60.65,25.86,21.76,1.54,2.93,0.21,41.73,3.05,241.59,17.39,5.69,3.94,0.27,100.68,7.5,136.95,10.19,1.76,0.12,0.02,0.98,143.65,10.38,10.41,5.01,10.93,3.24,2.91,3.06,2.5,1.52,2.2,3.03,12.37,173.12,12.6,12.08,5.66,13.32,3.0,2.54,3.5,1.82,2.38,2.35,3.08,14.24,202.6,14.83,14.39,6.43,15.66,2.34,1.76,5.07,1.2,2.85,2.9,2.97,16.54,4
CeeDee Lamb ,DAL,WR,1.0,16.64,96.44,5.77,142.15,8.52,1249.62,74.9,13.01,42.9,25.95,30.15,1.81,7.82,0.47,9.74,0.59,58.03,3.51,6.02,0.1,0.01,106.18,6.36,151.9,9.1,0.1,0.01,0.0,1.0,178.92,10.72,9.65,6.85,10.55,4.72,3.26,3.49,3.18,2.0,1.15,1.18,10.87,227.14,13.61,12.9,7.69,13.39,2.87,3.95,3.0,4.82,2.0,1.51,2.96,14.23,275.35,16.5,15.91,8.61,16.24,1.87,4.21,2.49,5.18,2.9,1.9,6.47,17.94,3
DeAndre Hopkins ,ARI,WR,1.0,10.17,65.18,6.39,96.55,9.53,766.92,74.87,11.9,41.47,23.31,13.75,1.28,4.68,0.46,0.18,0.01,0.81,0.05,0.45,0.0,0.0,65.36,6.41,96.73,9.54,0.81,0.08,0.01,0.95,103.46,10.09,10.04,5.96,10.27,2.43,2.23,2.69,1.54,1.28,1.19,1.15,10.39,136.05,13.29,13.37,6.91,13.42,1.18,2.75,2.54,2.3,1.41,1.71,3.11,13.86,168.64,16.49,17.04,8.04,16.5,1.1,1.46,2.39,3.52,1.71,5.49,4.78,18.87,4
A.J. Brown ,PHI,WR,1.0,15.68,78.65,5.0,128.9,8.2,1282.55,80.81,16.17,72.85,32.84,36.23,2.25,9.4,0.59,0.61,0.04,4.83,0.34,2.02,0.04,0.0,79.26,5.05,129.51,8.24,1.33,0.08,0.01,1.0,183.33,11.56,10.11,7.68,11.04,4.1,1.79,4.42,2.32,3.04,1.84,1.61,11.66,222.65,14.06,12.31,8.56,13.46,3.86,1.79,4.09,2.04,3.89,1.9,1.82,13.82,261.98,16.55,14.72,9.51,15.92,2.8,2.06,4.02,2.91,3.89,2.51,3.38,16.71,4
Chris Godwin ,TB,WR,1.0,14.42,97.97,6.77,131.76,9.1,1036.89,72.05,10.72,45.36,22.47,16.45,1.17,4.12,0.29,2.87,0.2,8.57,0.6,2.64,0.25,0.02,100.84,6.96,134.64,9.29,1.72,0.11,0.02,1.0,128.62,8.99,8.06,4.98,9.55,5.3,3.06,3.1,2.45,0.5,0.83,0.65,9.43,177.61,12.37,11.78,5.73,13.1,1.96,6.17,1.61,3.03,1.65,1.0,2.44,13.23,226.6,15.75,14.88,6.59,16.59,1.1,3.38,4.93,2.4,2.61,2.29,4.72,17.41,4
Tee Higgins ,CIN,WR,2.0,14.85,73.92,4.99,109.79,7.41,1040.82,70.33,14.07,58.54,25.59,24.05,1.63,6.64,0.45,0.51,0.03,2.87,0.18,0.57,0.0,0.0,74.44,5.02,110.31,7.44,0.36,0.02,0.0,1.0,145.29,9.81,9.08,6.45,9.8,4.31,3.0,3.79,1.95,1.79,1.05,0.89,9.99,182.25,12.3,11.43,7.49,12.19,3.21,2.36,4.79,1.79,2.69,1.73,1.43,12.59,219.22,14.8,13.9,8.6,14.58,3.21,1.46,5.69,1.05,3.44,2.33,1.43,15.08,3
Tyler Lockett ,SEA,WR,2.0,16.0,82.79,5.17,115.74,7.23,1070.99,66.94,13.09,47.99,26.82,27.41,1.72,8.81,0.55,0.65,0.04,2.02,0.13,1.06,0.0,0.0,83.44,5.22,116.39,7.27,1.23,0.07,0.01,1.0,158.21,9.89,9.53,6.86,9.76,5.21,2.47,5.44,0.25,2.63,1.12,0.54,10.11,199.6,12.48,11.62,7.58,12.39,4.21,2.71,4.52,1.67,2.88,1.38,1.16,12.52,241.0,15.06,14.1,8.44,15.0,3.98,1.37,5.27,2.51,2.88,2.29,1.45,15.33,4
Jaylen Waddle ,MIA,WR,2.0,16.71,83.29,5.01,123.57,7.41,1258.57,75.1,15.7,76.29,31.23,33.57,1.99,7.43,0.44,2.71,0.16,19.43,1.15,6.62,0.29,0.02,86.0,5.17,126.29,7.58,1.0,0.06,0.01,1.0,172.09,10.27,8.66,7.21,9.97,6.0,3.57,2.0,2.43,2.71,0.76,0.86,9.74,213.73,12.77,11.23,8.21,12.37,5.0,1.71,4.57,2.43,3.0,1.5,1.09,12.4,255.37,15.28,14.13,9.3,14.78,4.0,2.71,3.29,3.71,3.0,1.5,1.68,14.93,2
Amon-Ra St. Brown ,DET,WR,1.0,16.0,101.43,6.33,138.29,8.64,1089.86,68.11,10.72,45.57,21.93,15.0,0.94,5.71,0.36,8.43,0.53,85.29,5.33,10.03,0.29,0.02,109.86,6.87,146.71,9.17,0.0,0.0,0.0,1.0,154.66,9.67,7.16,7.88,9.17,4.86,6.14,1.43,0.86,2.71,0.45,0.74,8.67,205.37,12.83,10.26,8.94,12.15,3.14,5.43,2.43,2.0,3.0,0.89,2.02,11.95,256.09,16.01,13.48,10.06,15.15,3.14,2.71,5.14,0.71,4.29,1.86,2.02,15.23,2
DK Metcalf ,SEA,WR,1.0,16.86,84.35,5.0,135.25,8.01,1047.34,62.21,12.5,62.18,24.44,21.67,1.29,7.91,0.47,0.33,0.02,1.91,0.11,1.69,0.0,0.0,84.68,5.02,135.57,8.03,1.45,0.09,0.02,1.0,149.58,8.89,7.88,5.98,9.02,7.01,2.35,4.27,1.89,1.34,0.84,0.48,8.95,191.75,11.38,11.07,6.66,11.59,5.23,2.86,4.21,3.02,1.54,1.1,0.94,11.79,233.93,13.89,14.02,7.47,14.14,4.27,2.49,3.69,4.37,2.03,1.59,1.56,14.67,4
Mike Evans ,TB,WR,2.0,15.27,75.18,4.93,121.67,8.0,1091.75,71.78,14.53,57.69,28.28,32.52,2.14,8.74,0.57,0.25,0.01,2.46,0.15,2.46,0.0,0.0,75.42,4.95,121.92,8.02,0.0,0.0,0.0,1.0,161.93,10.59,7.81,8.86,9.8,5.85,2.41,3.65,0.83,2.53,1.05,0.71,9.42,199.52,13.06,9.85,9.76,12.13,4.54,2.86,3.24,2.1,2.53,1.35,1.08,11.64,237.11,15.53,12.3,10.71,14.51,2.69,4.05,2.69,3.21,2.63,1.49,2.28,14.18,4
Calvin Ridley ,JAC,WR,1.0,8.38,49.41,6.01,79.54,9.84,621.26,66.35,11.13,33.95,21.26,12.79,1.13,4.31,0.47,1.49,0.1,3.74,0.29,1.79,0.0,0.0,50.9,6.11,81.03,9.95,0.26,0.02,0.0,0.82,88.55,9.47,9.39,4.27,10.57,1.82,2.38,2.13,0.92,1.13,0.99,0.64,8.98,113.26,12.48,11.93,4.73,14.1,1.18,1.92,2.33,1.72,1.23,1.69,1.37,11.64,137.96,15.48,15.16,5.35,17.53,0.92,0.9,2.74,2.49,1.33,3.82,2.08,14.99,4
Amari Cooper ,CLE,WR,1.0,16.37,76.96,4.7,124.39,7.58,1083.95,66.01,14.08,52.85,26.09,27.8,1.68,8.32,0.51,0.63,0.04,1.62,0.1,0.47,0.0,0.0,77.59,4.74,125.02,7.62,0.0,0.0,0.0,1.0,158.06,9.63,7.72,6.97,9.43,6.67,2.87,1.87,2.41,2.56,0.72,0.75,9.03,196.54,11.99,10.35,7.94,11.69,5.42,3.07,2.92,1.69,3.27,1.0,0.91,11.41,235.01,14.34,12.93,8.98,13.97,4.8,2.72,3.68,1.24,3.93,1.27,1.1,13.78,4
DeVonta Smith ,PHI,WR,2.0,17.0,86.14,5.07,126.86,7.46,1116.0,65.64,13.08,45.29,23.17,27.71,1.63,6.43,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.14,5.07,126.86,7.46,1.0,0.06,0.01,1.0,148.74,8.75,7.26,6.47,8.71,6.14,4.43,3.43,1.29,1.71,0.62,0.52,8.38,191.81,11.28,10.19,7.24,11.24,5.43,2.0,4.57,3.0,2.0,1.46,1.05,11.38,234.89,13.82,13.11,8.12,13.77,5.14,1.57,3.86,4.43,2.0,1.87,1.43,14.13,2
Christian Kirk ,JAC,WR,2.0,16.55,78.1,4.7,119.31,7.19,1013.26,60.88,12.95,53.09,25.33,25.67,1.54,6.87,0.41,3.92,0.24,13.44,0.86,4.58,0.0,0.0,82.01,4.95,123.22,7.44,0.62,0.04,0.01,1.0,143.04,8.61,8.05,6.09,8.72,6.59,3.14,3.28,1.82,1.71,0.72,0.56,8.79,182.09,10.96,10.82,6.93,11.06,5.06,3.63,3.7,2.44,1.71,0.93,0.82,11.26,221.14,13.31,13.51,7.82,13.4,4.16,4.15,2.49,3.79,1.96,1.0,1.43,13.72,4
Terry McLaurin ,WAS,WR,1.0,16.68,77.24,4.64,122.78,7.37,1139.1,68.33,14.79,53.0,29.58,31.37,1.88,4.98,0.3,4.75,0.28,23.77,1.42,6.98,0.0,0.0,81.99,4.92,127.53,7.65,0.1,0.01,0.0,1.0,145.97,8.76,7.66,5.02,9.38,6.4,3.54,4.11,1.92,0.71,0.72,0.43,8.9,184.59,11.08,9.83,5.68,11.84,4.06,5.2,3.42,2.33,1.67,0.89,1.12,11.24,223.21,13.4,12.51,6.43,14.28,3.16,3.87,5.41,2.47,1.77,1.59,1.64,14.02,4
Diontae Johnson ,PIT,WR,1.0,16.52,90.31,5.49,149.96,9.1,946.8,57.55,10.48,41.5,21.73,15.19,0.94,2.86,0.18,6.0,0.36,31.54,1.92,5.71,0.0,0.0,96.3,5.85,155.95,9.46,0.67,0.04,0.01,1.0,116.83,7.14,7.03,3.33,8.43,7.02,5.43,2.81,0.87,0.38,0.58,0.45,8.3,161.98,9.89,9.63,4.08,11.43,4.54,6.09,4.34,1.06,0.48,1.03,0.89,11.16,207.13,12.63,11.89,4.95,14.32,3.07,5.73,4.52,1.98,1.21,2.2,2.13,14.38,4
Brandon Aiyuk ,SF,WR,2.0,16.49,70.51,4.3,104.46,6.39,939.15,57.13,13.4,50.67,23.78,22.08,1.33,6.92,0.42,3.18,0.2,27.0,1.78,9.56,0.21,0.02,73.69,4.5,107.64,6.59,0.9,0.05,0.01,1.0,138.1,8.44,7.04,5.02,8.95,6.21,3.82,3.33,2.49,0.64,0.74,0.56,8.37,173.36,10.59,9.78,5.81,11.16,4.03,5.1,4.05,2.03,1.28,0.88,0.96,10.76,208.62,12.74,12.55,6.68,13.35,4.03,3.82,4.97,2.18,1.49,1.15,1.03,13.15,3
Mike Williams ,LAC,WR,2.0,14.01,64.17,4.6,100.96,7.18,947.31,67.63,14.82,60.11,28.71,25.0,1.75,5.25,0.37,0.14,0.01,0.18,0.01,0.18,0.0,0.0,64.31,4.61,101.1,7.19,0.0,0.0,0.0,1.0,126.75,8.99,7.49,6.55,8.96,5.31,3.1,1.98,3.03,0.59,0.68,0.71,8.64,158.83,11.29,9.65,7.63,11.14,5.21,2.59,1.23,2.92,2.07,0.83,1.04,10.75,190.92,13.59,11.73,8.77,13.33,5.03,2.34,1.61,1.75,3.28,0.92,1.06,12.72,4
Chris Olave ,NO,WR,1.0,15.0,72.0,4.8,119.0,7.93,1042.0,69.47,14.47,53.0,27.73,25.0,1.67,4.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,4.8,119.0,7.93,2.0,0.13,0.03,1.0,126.2,8.41,6.5,3.9,9.52,4.0,5.0,4.0,2.0,0.0,0.67,0.5,8.46,162.2,10.81,8.7,4.39,12.23,3.0,6.0,4.0,2.0,0.0,0.67,0.67,10.71,198.2,13.21,11.2,4.95,14.92,1.0,7.0,3.0,3.0,1.0,0.88,4.0,13.99,1
DJ Moore ,CHI,WR,1.0,16.72,71.63,4.29,129.75,7.77,995.62,59.85,14.06,63.28,25.47,26.54,1.6,5.85,0.35,8.56,0.51,48.2,2.87,6.09,0.0,0.0,80.19,4.8,138.32,8.27,0.29,0.02,0.0,1.0,139.39,8.36,6.83,6.27,8.43,7.3,2.67,3.36,2.39,1.0,0.69,0.47,8.15,175.2,10.5,9.57,6.96,10.64,6.42,2.84,2.28,3.57,1.62,0.84,0.85,10.55,211.02,12.65,11.89,7.71,12.86,5.33,2.75,3.1,3.93,1.62,1.17,1.29,12.87,4
Adam Thielen ,CAR,WR,1.0,15.54,68.08,4.41,101.82,6.57,727.31,47.42,10.75,37.55,19.13,11.11,0.76,7.77,0.52,1.32,0.09,4.67,0.31,3.51,0.04,0.0,69.39,4.5,103.13,6.66,0.0,0.0,0.0,1.0,121.5,8.02,7.97,5.17,8.42,6.56,3.23,3.75,0.83,1.17,0.69,0.47,8.48,155.54,10.22,9.84,6.19,10.58,5.23,3.85,2.62,2.67,1.17,0.8,0.81,10.44,189.58,12.43,11.71,7.29,12.71,5.23,3.19,2.99,2.62,1.52,0.91,0.88,12.32,4
Michael Pittman Jr. ,IND,WR,1.0,15.95,90.13,5.61,129.72,8.07,921.97,57.35,10.43,37.18,20.2,11.28,0.7,4.21,0.26,3.51,0.22,33.18,2.07,9.56,0.0,0.0,93.64,5.83,133.23,8.29,0.64,0.04,0.01,1.0,119.98,7.44,6.45,4.7,8.02,8.05,3.33,2.9,0.77,0.9,0.41,0.22,7.61,165.04,10.25,9.37,5.7,10.84,5.15,4.69,2.79,2.41,0.9,0.63,0.72,10.42,210.11,13.05,11.96,6.81,13.59,4.51,2.26,4.72,2.92,1.54,1.46,1.1,13.33,3
Brandin Cooks ,DAL,WR,2.0,13.98,66.9,4.73,104.83,7.45,822.11,58.27,12.33,47.76,26.21,23.08,1.65,4.0,0.28,1.96,0.14,11.53,0.8,5.08,0.0,0.0,68.86,4.88,106.79,7.6,0.0,0.0,0.0,1.0,107.33,7.59,7.1,4.86,8.12,6.31,3.76,2.12,1.25,0.54,0.43,0.29,7.9,140.79,9.95,9.63,5.46,10.67,5.06,3.43,2.21,2.74,0.54,0.69,0.67,10.4,174.24,12.32,11.57,6.13,13.23,3.44,4.81,1.99,2.95,0.79,0.75,1.07,12.57,4
Marquise Brown ,ARI,WR,2.0,13.46,71.2,5.32,114.5,8.55,783.63,58.28,11.05,51.18,22.36,15.86,1.14,4.39,0.32,0.96,0.07,1.95,0.13,1.95,0.0,0.0,72.16,5.4,115.46,8.63,0.25,0.01,0.0,1.0,104.4,7.7,6.29,5.37,8.06,6.45,2.22,1.54,2.96,0.29,0.55,0.53,7.73,140.0,10.37,9.05,6.33,10.7,4.48,4.15,1.09,2.59,1.15,0.55,0.89,10.25,175.6,13.03,11.79,7.43,13.31,3.39,3.32,3.01,2.59,1.15,1.01,1.18,12.96,4
Jahan Dotson ,WAS,WR,3.0,12.0,35.0,2.92,61.0,5.08,523.0,43.58,14.94,61.0,24.42,17.0,1.42,7.0,0.58,2.0,0.17,-7.0,-0.58,-3.5,0.0,0.0,37.0,3.08,63.0,5.25,0.0,0.0,0.0,1.0,95.6,7.97,8.75,6.19,8.03,5.0,1.0,2.0,4.0,0.0,1.0,0.8,8.78,113.1,9.42,10.25,6.9,9.52,5.0,1.0,2.0,4.0,0.0,1.0,0.8,10.12,130.6,10.88,11.75,7.65,11.03,5.0,1.0,2.0,4.0,0.0,1.0,0.8,11.47,1
Jerry Jeudy ,DEN,WR,2.0,13.82,58.03,4.17,90.05,6.44,830.62,59.0,14.14,62.64,27.63,24.9,1.74,4.15,0.28,3.08,0.22,26.41,1.79,6.79,0.0,0.0,61.1,4.39,93.13,6.65,0.0,0.0,0.0,0.99,110.83,7.75,6.7,5.79,7.93,6.31,2.72,2.67,0.64,1.49,0.59,0.34,7.58,139.84,9.83,9.8,6.61,10.03,4.95,3.44,2.67,1.28,1.49,0.75,0.54,10.04,168.86,11.91,12.77,7.5,12.13,3.67,4.1,2.64,1.92,1.49,0.83,1.1,12.48,3
Garrett Wilson ,NYJ,WR,1.0,17.0,83.0,4.88,147.0,8.65,1103.0,64.88,13.29,60.0,26.18,27.0,1.59,4.0,0.24,4.0,0.24,4.0,0.24,1.0,0.0,0.0,87.0,5.12,151.0,8.88,1.0,0.06,0.01,1.0,132.7,7.81,6.0,6.77,7.69,8.0,3.0,3.0,1.0,2.0,0.55,0.38,7.42,174.2,10.25,9.0,7.63,10.09,7.0,2.0,5.0,0.0,3.0,0.89,0.43,10.03,215.7,12.69,12.0,8.57,12.5,7.0,1.0,3.0,3.0,3.0,1.12,0.86,12.69,1
Jakobi Meyers ,LV,WR,2.0,14.53,68.54,4.71,99.74,6.84,794.34,54.77,11.72,43.99,23.16,16.34,1.14,4.19,0.29,1.67,0.11,-3.67,-0.29,-0.73,0.0,0.0,70.21,4.83,101.42,6.96,1.58,0.11,0.02,1.0,104.86,7.26,6.7,4.14,8.08,6.27,4.15,2.78,1.33,0.0,0.43,0.32,7.64,139.13,9.61,8.5,4.98,10.54,4.0,5.73,2.51,1.58,0.71,0.51,0.71,9.7,173.4,11.96,10.38,5.91,12.96,3.55,5.56,1.4,3.3,0.71,0.63,1.31,11.84,4
Michael Thomas ,NO,WR,2.0,4.2,26.09,5.59,34.84,7.62,287.16,60.38,10.77,22.86,17.42,3.59,0.72,2.92,0.85,0.18,0.02,-0.34,-0.01,-0.34,0.0,0.0,26.27,5.61,35.02,7.64,0.0,0.0,0.0,0.62,46.21,11.12,11.62,6.07,11.22,1.44,0.24,1.29,1.03,0.21,1.84,1.03,7.44,59.26,13.91,14.67,6.33,14.32,0.31,1.13,0.6,0.92,1.24,2.1,2.16,9.48,72.3,16.7,17.68,6.61,17.54,0.31,1.13,0.18,1.24,1.34,2.1,2.44,11.29,4
Tyler Boyd ,CIN,WR,3.0,16.52,64.16,3.91,90.93,5.54,805.85,48.96,12.65,62.64,22.46,17.25,1.04,5.52,0.33,1.14,0.07,11.15,0.72,3.9,0.0,0.0,65.31,3.98,92.07,5.61,0.08,0.0,0.0,1.0,116.93,7.09,6.16,5.35,7.41,7.95,3.94,2.34,1.59,0.69,0.41,0.31,6.95,149.02,9.05,8.57,6.1,9.42,7.19,3.39,3.17,1.98,0.79,0.61,0.42,9.06,181.1,11.0,10.74,6.92,11.42,6.34,3.08,4.19,1.98,0.93,0.83,0.52,11.08,4
George Pickens ,PIT,WR,2.0,17.0,52.0,3.06,84.0,4.94,801.0,47.12,15.4,42.0,23.35,25.0,1.47,4.0,0.24,3.0,0.18,24.0,1.41,8.0,1.0,0.06,55.0,3.24,87.0,5.12,0.0,0.0,0.0,1.0,114.5,6.74,7.7,4.88,7.21,8.0,3.0,5.0,1.0,0.0,0.55,0.12,7.52,140.5,8.26,9.2,5.61,8.79,8.0,2.0,5.0,2.0,0.0,0.7,0.25,9.02,166.5,9.79,10.7,6.39,10.38,8.0,2.0,4.0,3.0,0.0,0.7,0.38,10.44,1
Allen Lazard ,NYJ,WR,2.0,14.3,51.43,3.58,82.94,5.75,674.81,46.99,13.13,48.07,22.75,16.95,1.18,6.08,0.42,2.21,0.15,10.38,0.78,4.29,0.0,0.0,53.64,3.73,85.14,5.9,0.0,0.0,0.0,1.0,104.99,7.32,6.2,4.77,7.95,6.62,2.44,3.28,1.62,0.34,0.58,0.31,7.3,130.71,9.11,7.68,5.25,9.96,4.64,4.42,3.03,1.86,0.34,0.58,0.55,8.94,156.42,10.9,9.8,5.8,11.98,4.5,4.46,2.23,2.76,0.34,0.6,0.8,10.86,4
Tim Patrick ,DEN,WR,3.0,14.92,48.69,3.2,77.92,5.15,683.13,44.89,14.01,47.74,21.19,16.79,1.11,4.74,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.69,3.2,77.92,5.15,0.0,0.0,0.0,0.99,96.77,6.3,6.67,4.43,6.88,7.0,1.9,4.87,1.15,0.0,0.67,0.16,6.96,121.12,7.91,8.51,5.0,8.63,6.9,1.1,5.77,0.9,0.26,0.87,0.16,8.66,145.47,9.51,10.08,5.63,10.38,6.9,1.1,5.51,1.15,0.26,0.87,0.2,10.15,4
Darnell Mooney ,CHI,WR,3.0,13.05,52.67,3.94,85.05,6.3,651.26,48.69,12.3,57.74,23.64,15.69,1.17,2.72,0.2,2.59,0.17,11.54,0.73,3.16,0.26,0.02,55.26,4.12,87.64,6.47,0.0,0.0,0.0,1.0,84.33,6.26,5.79,4.06,7.0,6.77,3.54,1.97,0.51,0.26,0.27,0.11,6.56,110.66,8.23,8.02,4.85,9.06,5.77,3.15,2.74,1.13,0.26,0.46,0.22,8.61,137.0,10.2,10.25,5.75,11.08,4.72,2.41,3.54,1.87,0.51,0.85,0.45,10.79,3
Christian Watson ,GB,WR,2.0,14.0,41.0,2.93,65.0,4.64,611.0,43.64,14.9,63.0,23.0,17.0,1.21,7.0,0.5,7.0,0.5,80.0,5.71,11.43,2.0,0.14,48.0,3.43,72.0,5.14,0.0,0.0,0.0,1.0,123.1,8.79,4.75,9.01,8.07,8.0,1.0,1.0,2.0,2.0,0.56,0.5,6.69,143.6,10.26,7.25,9.41,9.59,7.0,2.0,1.0,2.0,2.0,0.56,0.57,8.51,164.1,11.72,8.95,9.86,11.15,6.0,3.0,1.0,2.0,2.0,0.56,0.67,10.0,1
Robert Woods ,HOU,WR,1.0,14.85,56.13,3.94,91.22,6.34,598.36,43.05,10.69,39.55,16.85,8.33,0.6,2.89,0.22,5.0,0.41,31.13,2.52,2.32,0.48,0.04,61.14,4.35,96.22,6.75,0.71,0.04,0.01,0.98,82.23,6.12,5.39,3.75,6.9,9.04,3.25,1.52,0.81,0.24,0.35,0.59,6.33,110.3,8.1,7.73,4.49,8.99,8.34,2.56,2.77,0.62,0.56,0.76,0.64,8.49,138.36,10.07,10.04,5.35,11.02,7.37,2.05,3.8,1.06,0.56,1.24,1.13,10.74,4
Drake London ,ATL,WR,1.0,17.0,72.0,4.24,117.0,6.88,866.0,50.94,12.03,40.0,19.18,15.0,0.88,4.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,4.24,117.0,6.88,3.0,0.18,0.04,1.0,106.6,6.27,5.0,4.44,6.87,9.0,3.0,4.0,1.0,0.0,0.42,0.11,6.27,142.6,8.39,7.2,5.19,9.1,8.0,3.0,5.0,0.0,1.0,0.55,0.12,8.33,178.6,10.51,9.7,6.04,11.29,8.0,1.0,6.0,1.0,1.0,0.89,0.25,10.64,1
