,,,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,STANDARD
Kyle Juszczyk (SF),2021,9,0,0,0.0,0,0,0,2,2,14,7.0,0,0,1.4
JaMycal Hasty (JAC),2021,9,1,2,2.0,2,0,0,3,4,11,3.7,0,0,1.3
Khalil Herbert (CHI),2021,9,4,13,3.3,8,0,0,0,0,0,0.0,0,0,1.3
Alex Armah Jr. (WAS),2021,9,2,12,6.0,9,0,0,0,0,0,0.0,0,0,1.2
Chris Evans (CIN),2021,9,0,0,0.0,0,0,0,1,1,11,11.0,0,0,1.1
Joshua Kelley (LAC),2021,9,3,6,2.0,3,0,0,1,1,4,4.0,0,0,1.0
Rex Burkhead (FA),2021,9,2,9,4.5,8,0,0,0,0,0,0.0,0,0,0.9
Salvon Ahmed (MIA),2021,9,4,6,1.5,2,0,0,0,0,0,0.0,0,0,0.6
Benny Snell Jr. (FA),2021,9,2,6,3.0,5,0,0,0,0,0,0.0,0,0,0.6
Dare Ogunbowale (HOU),2021,9,1,1,1.0,1,0,0,1,1,4,4.0,0,0,0.5
Alexander Mattison (MIN),2021,9,4,0,0.0,2,0,0,1,1,3,3.0,0,0,0.3
Derek Watt (FA),2021,9,0,0,0.0,0,0,0,1,1,3,3.0,0,0,0.3
Chase Edmonds (TB),2021,9,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Kalen Ballage (FA),2021,9,0,0,0.0,0,0,0,1,1,2,2.0,0,0,0.2
Scottie Phillips (FA),2021,9,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Larry Rountree III (LAC),2021,9,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Devine Ozigbo (FA),2021,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ty'Son Williams (ARI),2021,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
LeVante Bellamy (FA),2021,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Avery Williams (ATL),2021,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gerrid Doaks (HOU),2021,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Taiwan Jones (FA),2021,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Corey Clement (ARI),2021,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andy Janovich (FA),2021,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dwayne Washington (NO),2021,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Boone (HOU),2021,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ryan Nall (FA),2021,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Buddy Howell (FA),2021,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trenton Cannon (FA),2021,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trey Edmunds (FA),2021,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
AJ Dillon (GB),2021,10,21,66,3.1,11,0,2,2,2,62,31.0,0,0,24.8
Rhamondre Stevenson (NE),2021,10,20,100,5.0,18,0,2,4,5,14,3.5,0,0,23.4
Darrel Williams (FA),2021,10,11,43,3.9,21,1,0,9,9,101,11.2,1,0,20.4
Antonio Gibson (WAS),2021,10,24,64,2.7,15,0,2,2,2,14,7.0,0,0,19.8
Jonathan Taylor (IND),2021,10,21,116,5.5,34,3,1,6,8,10,1.7,0,0,18.6
Dalvin Cook (MIN),2021,10,24,94,3.9,12,0,1,3,5,24,8.0,0,0,17.8
Ezekiel Elliott (FA),2021,10,14,41,2.9,9,0,2,3,3,15,5.0,0,1,17.8
Mark Ingram II (FA),2021,10,14,47,3.4,13,0,1,4,7,61,15.3,0,0,16.8
Christian McCaffrey (SF),2021,10,13,95,7.3,15,0,0,10,10,66,6.6,0,0,16.1
D'Ernest Johnson (JAC),2021,10,19,99,5.2,24,1,0,7,8,58,8.3,0,0,15.7
Matt Breida (NYG),2021,10,3,28,9.3,15,0,1,3,3,22,7.3,1,1,15.0
James Robinson (NE),2021,10,12,57,4.8,18,0,1,4,5,27,6.8,0,0,14.4
Michael Carter (NYJ),2021,10,16,39,2.4,8,0,1,4,6,43,10.8,0,0,14.2
D'Andre Swift (DET),2021,10,33,130,3.9,21,1,0,3,6,5,1.7,0,0,13.5
Najee Harris (PIT),2021,10,26,105,4.0,12,0,0,4,4,28,7.0,0,0,13.3
James Conner (ARI),2021,10,10,39,3.9,11,0,1,3,4,25,8.3,0,0,12.4
Austin Ekeler (LAC),2021,10,11,44,4.0,9,0,0,3,6,15,5.0,1,0,11.9
Godwin Igwebuike (SEA),2021,10,2,56,28.0,42,3,1,0,0,0,0.0,0,0,11.6
Devin Singletary (HOU),2021,10,7,43,6.1,15,0,1,1,1,6,6.0,0,0,10.9
Boston Scott (PHI),2021,10,11,81,7.4,23,2,0,2,2,24,12.0,0,0,10.5
Jermar Jefferson (DET),2021,10,3,41,13.7,28,1,1,0,0,0,0.0,0,0,10.1
Tony Pollard (DAL),2021,10,11,42,3.8,15,0,0,6,7,56,9.3,0,0,9.8
Leonard Fournette (FA),2021,10,11,47,4.3,8,0,0,8,9,45,5.6,0,0,9.2
Elijah Mitchell (SF),2021,10,27,91,3.4,17,0,0,0,0,0,0.0,0,0,9.1
Zack Moss (IND),2021,10,7,27,3.9,11,0,1,0,0,0,0.0,0,0,8.7
Chuba Hubbard (CAR),2021,10,9,27,3.0,16,0,1,0,0,0,0.0,0,0,8.7
Aaron Jones (GB),2021,10,7,25,3.6,6,0,0,4,6,61,15.3,0,0,8.6
Melvin Gordon III (FA),2021,10,9,45,5.0,15,0,1,1,4,-2,-2.0,0,1,8.3
Jordan Howard (FA),2021,10,12,83,6.9,25,1,0,0,0,0,0.0,0,0,8.3
D'Onta Foreman (CHI),2021,10,11,30,2.7,6,0,0,2,2,48,24.0,0,0,7.8
Wayne Gallman Jr. (FA),2021,10,15,55,3.7,17,0,0,1,2,21,21.0,0,0,7.6
Brandon Bolden (LV),2021,10,3,32,10.7,22,1,0,3,3,38,12.7,0,0,7.0
Larry Rountree III (LAC),2021,10,5,10,2.0,5,0,1,0,0,0,0.0,0,0,7.0
Devonta Freeman (FA),2021,10,10,35,3.5,12,0,0,3,4,23,7.7,0,0,5.8
Ameer Abdullah (LV),2021,10,9,24,2.7,15,0,0,4,4,27,6.8,0,0,5.1
Javonte Williams (DEN),2021,10,8,48,6.0,20,1,0,2,3,1,0.5,0,0,4.9
Alex Collins (FA),2021,10,10,41,4.1,10,0,0,1,1,8,8.0,0,0,4.9
Myles Gaskin (MIA),2021,10,14,31,2.2,11,0,0,1,2,14,14.0,0,0,4.5
Darrell Henderson Jr. (FA),2021,10,5,31,6.2,11,0,0,4,6,10,2.5,0,0,4.1
Alexander Mattison (MIN),2021,10,4,16,4.0,7,0,0,1,1,24,24.0,0,0,4.0
J.D. McKissic (FA),2021,10,2,4,2.0,2,0,0,4,4,35,8.8,0,0,3.9
Cordarrelle Patterson (ATL),2021,10,4,25,6.3,14,0,0,1,2,14,14.0,0,0,3.9
Ty Johnson (NYJ),2021,10,2,2,1.0,2,0,0,5,8,36,7.2,0,0,3.8
Josh Jacobs (LV),2021,10,7,16,2.3,5,0,0,5,5,20,4.0,0,0,3.6
Tevin Coleman (FA),2021,10,4,29,7.3,15,0,0,2,3,4,2.0,0,0,3.3
Jerick McKinnon (FA),2021,10,3,26,8.7,18,0,0,1,3,6,6.0,0,0,3.2
Sony Michel (FA),2021,10,4,20,5.0,7,0,0,2,2,11,5.5,0,0,3.1
Kenyan Drake (FA),2021,10,4,16,4.0,12,0,0,2,3,15,7.5,0,0,3.1
Nyheim Hines (BUF),2021,10,2,12,6.0,9,0,0,2,4,17,8.5,0,0,2.9
Jeff Wilson Jr. (MIA),2021,10,10,28,2.8,6,0,0,0,0,0,0.0,0,0,2.8
Corey Clement (ARI),2021,10,6,20,3.3,6,0,0,1,1,5,5.0,0,0,2.5
Travis Homer (CHI),2021,10,1,2,2.0,2,0,0,3,4,23,7.7,0,0,2.5
Eno Benjamin (NO),2021,10,6,22,3.7,9,0,0,0,1,0,0.0,0,0,2.2
Adrian Peterson (FA),2021,10,8,21,2.6,6,0,0,1,1,-1,-1.0,0,0,2.0
Derrick Gore (NO),2021,10,6,19,3.2,5,0,0,0,0,0,0.0,0,0,1.9
Mike Davis (FA),2021,10,4,18,4.5,7,0,0,0,1,0,0.0,0,0,1.8
Salvon Ahmed (MIA),2021,10,2,6,3.0,4,0,0,1,1,9,9.0,0,0,1.5
Kenneth Gainwell (PHI),2021,10,2,5,2.5,5,0,0,1,1,9,9.0,0,0,1.4
C.J. Ham (MIN),2021,10,0,0,0.0,0,0,0,3,3,13,4.3,0,0,1.3
J.J. Taylor (NE),2021,10,6,11,1.8,3,0,0,0,0,0,0.0,0,0,1.1
Derek Watt (FA),2021,10,0,0,0.0,0,0,0,1,1,9,9.0,0,0,0.9
Dwayne Washington (NO),2021,10,2,8,4.0,4,0,0,0,0,0,0.0,0,0,0.8
Giovani Bernard (FA),2021,10,1,4,4.0,4,0,0,1,3,4,4.0,0,0,0.8
Jeremy McNichols (PIT),2021,10,4,7,1.8,4,0,0,1,3,1,1.0,0,0,0.8
Patrick Taylor Jr. (GB),2021,10,2,7,3.5,5,0,0,0,0,0,0.0,0,0,0.7
Jaret Patterson (FA),2021,10,4,7,1.8,5,0,0,0,0,0,0.0,0,0,0.7
Kyle Juszczyk (SF),2021,10,0,0,0.0,0,0,0,1,1,6,6.0,0,0,0.6
Joshua Kelley (LAC),2021,10,1,6,6.0,6,0,0,0,0,0,0.0,0,0,0.6
Alec Ingold (MIA),2021,10,0,0,0.0,0,0,0,1,1,5,5.0,0,0,0.5
Keith Smith (ATL),2021,10,1,5,5.0,5,0,0,0,0,0,0.0,0,0,0.5
Benny Snell Jr. (FA),2021,10,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
Carlos Hyde (FA),2021,10,2,4,2.0,5,0,0,1,2,0,0.0,0,0,0.4
Jalen Richard (FA),2021,10,0,0,0.0,0,0,0,1,1,3,3.0,0,0,0.3
Ty Montgomery (NE),2021,10,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Patrick Laird (TB),2021,10,0,0,0.0,0,0,0,1,1,2,2.0,0,0,0.2
Le'Veon Bell (FA),2021,10,3,1,0.3,1,0,0,0,0,0,0.0,0,0,0.1
Deon Jackson (IND),2021,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Johnny Stanton IV (FA),2021,10,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Giovanni Ricci (CAR),2021,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Reggie Gilliam (BUF),2021,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trey Sermon (PHI),2021,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
DeeJay Dallas (SEA),2021,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kene Nwangwu (MIN),2021,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Avery Williams (ATL),2021,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Tory Carter (FA),2021,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Taiwan Jones (FA),2021,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Peyton Barber (FA),2021,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2021,10,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.0
Kalen Ballage (FA),2021,10,0,0,0.0,0,0,0,0,2,0,0.0,0,0,0.0
Trenton Cannon (FA),2021,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Taylor (IND),2021,11,32,185,5.8,40,3,4,3,3,19,6.3,1,0,50.4
Austin Ekeler (LAC),2021,11,11,50,4.5,12,0,2,6,7,65,10.8,2,0,35.5
Joe Mixon (CIN),2021,11,30,123,4.1,20,1,2,0,0,0,0.0,0,0,24.3
Nick Chubb (CLE),2021,11,22,130,5.9,15,0,0,2,2,14,7.0,1,0,20.4
D'Andre Swift (DET),2021,11,14,136,9.7,57,4,1,3,4,0,0.0,0,0,19.6
Dalvin Cook (MIN),2021,11,22,86,3.9,13,0,1,3,4,29,9.7,0,0,19.5
Christian McCaffrey (SF),2021,11,10,59,5.9,15,0,0,7,8,60,8.6,1,0,17.9
James Conner (ARI),2021,11,21,62,3.0,8,0,1,5,6,37,7.4,0,0,15.9
Myles Gaskin (MIA),2021,11,23,89,3.9,20,1,0,3,4,7,2.3,1,0,15.6
Devonta Freeman (FA),2021,11,16,49,3.1,10,0,1,6,6,31,5.2,0,0,14.0
Clyde Edwards-Helaire (KC),2021,11,12,63,5.3,14,0,1,2,2,13,6.5,0,0,13.6
Najee Harris (PIT),2021,11,12,39,3.3,12,0,1,5,6,20,4.0,0,0,11.9
James Robinson (NE),2021,11,12,29,2.4,7,0,1,2,3,9,4.5,0,0,9.8
AJ Dillon (GB),2021,11,11,53,4.8,11,0,0,6,6,44,7.3,0,0,9.7
Ronald Jones II (DAL),2021,11,8,33,4.1,9,0,1,0,0,0,0.0,0,0,9.3
Mark Ingram II (FA),2021,11,16,88,5.5,28,1,0,6,8,25,4.2,0,1,9.3
DeeJay Dallas (SEA),2021,11,4,25,6.3,15,0,1,1,2,2,2.0,0,0,8.7
Dontrell Hilliard (FA),2021,11,7,35,5.0,16,0,0,8,10,47,5.9,0,0,8.2
Rhamondre Stevenson (NE),2021,11,12,69,5.8,21,1,0,1,1,6,6.0,0,0,7.5
Antonio Gibson (WAS),2021,11,19,95,5.0,20,1,0,0,0,0,0.0,0,1,7.5
Leonard Fournette (FA),2021,11,10,35,3.5,7,0,0,6,6,39,6.5,0,0,7.4
Miles Sanders (CAR),2021,11,16,94,5.9,25,1,0,0,1,0,0.0,0,1,7.4
Tony Pollard (DAL),2021,11,7,50,7.1,31,2,0,2,2,20,10.0,0,0,7.0
Ezekiel Elliott (FA),2021,11,9,32,3.6,8,0,0,6,6,36,6.0,0,0,6.8
David Montgomery (DET),2021,11,14,58,4.1,11,0,0,1,1,9,9.0,0,0,6.7
Matt Breida (NYG),2021,11,5,51,10.2,28,1,0,1,2,16,16.0,0,0,6.7
Damien Harris (BUF),2021,11,10,56,5.6,17,0,0,1,1,9,9.0,0,0,6.5
Michael Carter (NYJ),2021,11,9,63,7.0,39,2,0,1,1,2,2.0,0,0,6.5
Jordan Howard (FA),2021,11,10,63,6.3,18,0,0,0,0,0,0.0,0,0,6.3
Josh Jacobs (LV),2021,11,9,37,4.1,18,0,0,5,7,24,4.8,0,0,6.1
Jeff Wilson Jr. (MIA),2021,11,19,50,2.6,11,0,0,1,2,8,8.0,0,0,5.8
Saquon Barkley (NYG),2021,11,6,25,4.2,12,0,0,6,6,31,5.2,0,0,5.6
Trey Sermon (PHI),2021,11,10,32,3.2,12,0,0,1,1,23,23.0,0,0,5.5
J.D. McKissic (FA),2021,11,7,46,6.6,15,0,0,1,2,4,4.0,0,0,5.0
Adrian Peterson (FA),2021,11,9,40,4.4,16,0,0,2,2,4,2.0,0,0,4.4
Devin Singletary (HOU),2021,11,3,17,5.7,9,0,0,3,4,26,8.7,0,0,4.3
Rex Burkhead (FA),2021,11,18,40,2.2,9,0,0,0,0,0,0.0,0,0,4.0
D'Onta Foreman (CHI),2021,11,7,25,3.6,9,0,0,1,1,15,15.0,0,0,4.0
Alex Collins (FA),2021,11,10,36,3.6,11,0,0,0,0,0,0.0,0,0,3.6
David Johnson (FA),2021,11,13,18,1.4,5,0,0,3,4,16,5.3,0,0,3.4
Qadree Ollison (JAC),2021,11,9,34,3.8,12,0,0,2,3,0,0.0,0,0,3.4
Latavius Murray (FA),2021,11,10,32,3.2,8,0,0,2,2,1,0.5,0,0,3.3
Nyheim Hines (BUF),2021,11,4,31,7.8,19,0,0,0,0,0,0.0,0,0,3.1
Kenyan Drake (FA),2021,11,5,23,4.6,7,0,0,1,2,6,6.0,0,0,2.9
D'Ernest Johnson (JAC),2021,11,5,26,5.2,13,0,0,0,0,0,0.0,0,0,2.6
Darrel Williams (FA),2021,11,5,15,3.0,10,0,0,1,3,11,11.0,0,0,2.6
Jaret Patterson (FA),2021,11,7,23,3.3,11,0,0,0,0,0,0.0,0,0,2.3
Samaje Perine (DEN),2021,11,2,3,1.5,2,0,0,3,3,18,6.0,0,0,2.1
Mike Davis (FA),2021,11,3,1,0.3,1,0,0,3,4,20,6.7,0,0,2.1
Devontae Booker (FA),2021,11,3,15,5.0,9,0,0,1,1,5,5.0,0,0,2.0
Eno Benjamin (NO),2021,11,6,15,2.5,5,0,0,1,1,5,5.0,0,0,2.0
Nick Bawden (NYJ),2021,11,0,0,0.0,0,0,0,1,1,20,20.0,0,0,2.0
Rashaad Penny (PHI),2021,11,2,19,9.5,18,0,0,0,0,0,0.0,0,0,1.9
Keith Smith (ATL),2021,11,3,8,2.7,5,0,0,1,1,11,11.0,0,0,1.9
Duke Johnson Jr. (FA),2021,11,4,18,4.5,6,0,0,0,0,0,0.0,0,0,1.8
Boston Scott (PHI),2021,11,6,16,2.7,5,0,0,2,2,2,1.0,0,0,1.8
Tevin Coleman (FA),2021,11,5,16,3.2,5,0,0,1,1,2,2.0,0,0,1.8
Brandon Bolden (LV),2021,11,1,1,1.0,1,0,0,2,2,15,7.5,0,0,1.6
Ty Johnson (NYJ),2021,11,1,5,5.0,5,0,0,1,1,8,8.0,0,0,1.3
Deon Jackson (IND),2021,11,6,12,2.0,4,0,0,0,0,0,0.0,0,0,1.2
Jamaal Williams (NO),2021,11,7,11,1.6,5,0,0,0,0,0,0.0,0,0,1.1
Patrick Taylor Jr. (GB),2021,11,4,11,2.8,5,0,0,0,0,0,0.0,0,0,1.1
Patrick Laird (TB),2021,11,1,4,4.0,4,0,0,1,1,5,5.0,0,0,0.9
Dwayne Washington (NO),2021,11,1,3,3.0,3,0,0,1,1,6,6.0,0,0,0.9
Benny Snell Jr. (FA),2021,11,2,7,3.5,4,0,0,0,0,0,0.0,0,0,0.7
Reggie Gilliam (BUF),2021,11,0,0,0.0,0,0,0,1,1,7,7.0,0,0,0.7
Chris Evans (CIN),2021,11,0,0,0.0,0,0,0,1,1,7,7.0,0,0,0.7
Kyle Juszczyk (SF),2021,11,0,0,0.0,0,0,0,1,2,7,7.0,0,0,0.7
Ameer Abdullah (LV),2021,11,1,6,6.0,6,0,0,0,0,0,0.0,0,0,0.6
Larry Rountree III (LAC),2021,11,2,5,2.5,5,0,0,0,0,0,0.0,0,0,0.5
Alexander Mattison (MIN),2021,11,3,5,1.7,3,0,0,0,1,0,0.0,0,0,0.5
Zack Moss (IND),2021,11,3,5,1.7,3,0,0,0,1,0,0.0,0,0,0.5
Ke'Shawn Vaughn (TB),2021,11,3,4,1.3,3,0,0,0,0,0,0.0,0,0,0.4
Travis Homer (CHI),2021,11,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
Giovani Bernard (FA),2021,11,0,0,0.0,0,0,0,1,1,3,3.0,0,0,0.3
Peyton Barber (FA),2021,11,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Kalen Ballage (FA),2021,11,1,3,3.0,3,0,0,0,1,0,0.0,0,0,0.3
Demetric Felton Jr. (CLE),2021,11,3,2,0.7,1,0,0,0,0,0,0.0,0,0,0.2
Justin Jackson (FA),2021,11,1,2,2.0,2,0,0,0,1,0,0.0,0,0,0.2
Tony Jones Jr. (DEN),2021,11,3,2,0.7,2,0,0,0,0,0,0.0,0,0,0.2
Patrick Ricard (BAL),2021,11,1,2,2.0,2,0,0,0,1,0,0.0,0,0,0.2
Jakob Johnson (LV),2021,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Anthony McFarland Jr. (PIT),2021,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kene Nwangwu (MIN),2021,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Avery Williams (ATL),2021,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gerrid Doaks (HOU),2021,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Tory Carter (FA),2021,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gary Brightwell (NYG),2021,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Khalil Herbert (CHI),2021,11,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
C.J. Ham (MIN),2021,11,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Corey Clement (ARI),2021,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Elijah McGuire (FA),2021,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2021,11,2,21,10.5,21,1,0,0,1,0,0.0,0,0,0.0
Ryan Nall (FA),2021,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trenton Cannon (FA),2021,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alex Armah Jr. (WAS),2021,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Carlos Hyde (FA),2021,11,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Jerick McKinnon (FA),2021,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Wayne Gallman Jr. (FA),2021,11,1,-3,-3.0,0,0,0,0,0,0,0.0,0,0,-0.3
Phillip Lindsay (FA),2021,11,1,-3,-3.0,0,0,0,0,0,0,0.0,0,0,-0.3
Godwin Igwebuike (SEA),2021,11,0,0,0.0,0,0,0,1,1,-4,-4.0,0,0,-0.4
Leonard Fournette (FA),2021,12,17,100,5.9,28,1,3,7,8,31,4.4,1,0,37.1
Joe Mixon (CIN),2021,12,28,165,5.9,32,3,2,4,4,-2,-0.5,0,0,28.3
Cordarrelle Patterson (ATL),2021,12,16,108,6.8,27,1,2,2,3,27,13.5,0,0,25.5
Elijah Mitchell (SF),2021,12,27,133,4.9,15,0,1,5,6,35,7.0,0,0,22.8
J.D. McKissic (FA),2021,12,7,30,4.3,10,0,1,5,5,26,5.2,1,0,17.6
Dontrell Hilliard (FA),2021,12,12,131,10.9,68,4,1,1,2,2,2.0,0,1,17.3
Josh Jacobs (LV),2021,12,22,87,4.0,21,1,1,2,4,25,12.5,0,0,17.2
Myles Gaskin (MIA),2021,12,16,49,3.1,8,0,2,2,2,3,1.5,0,0,17.2
Javonte Williams (DEN),2021,12,14,54,3.9,12,0,1,3,4,57,19.0,0,0,17.1
Antonio Gibson (WAS),2021,12,29,111,3.8,17,0,0,7,7,35,5.0,0,0,16.6
Austin Ekeler (LAC),2021,12,12,31,2.6,6,0,0,6,8,68,11.3,1,0,15.9
Jonathan Taylor (IND),2021,12,16,83,5.2,15,0,1,4,5,14,3.5,0,0,15.7
AJ Dillon (GB),2021,12,20,69,3.5,8,0,0,5,5,21,4.2,1,0,15.0
Darrell Henderson Jr. (FA),2021,12,16,55,3.4,7,0,0,4,4,18,4.5,1,0,13.3
Tony Pollard (DAL),2021,12,10,36,3.6,12,0,0,4,4,32,8.0,0,0,12.8
Matt Breida (NYG),2021,12,9,26,2.9,9,0,0,2,2,29,14.5,1,0,11.5
Damien Harris (BUF),2021,12,11,40,3.6,14,0,1,1,1,12,12.0,0,0,11.2
Boston Scott (PHI),2021,12,15,64,4.3,12,0,1,2,3,8,4.0,0,1,11.2
Ezekiel Elliott (FA),2021,12,9,25,2.8,8,0,1,6,8,24,4.0,0,0,10.9
Austin Walter (LV),2021,12,9,38,4.2,13,0,1,0,1,0,0.0,0,0,9.8
Ronald Jones II (DAL),2021,12,7,37,5.3,11,0,1,0,0,0,0.0,0,0,9.7
James Robinson (NE),2021,12,17,86,5.1,12,0,0,3,4,29,9.7,0,1,9.5
D'Onta Foreman (CHI),2021,12,19,109,5.7,30,2,0,1,1,3,3.0,0,1,9.2
Melvin Gordon III (FA),2021,12,17,83,4.9,16,0,0,1,2,5,5.0,0,0,8.8
Alexander Mattison (MIN),2021,12,7,21,3.0,7,0,1,2,3,7,3.5,0,0,8.8
Jamaal Williams (NO),2021,12,15,65,4.3,19,0,0,5,5,18,3.6,0,0,8.3
Dalvin Cook (MIN),2021,12,10,39,3.9,30,2,0,6,7,64,10.7,0,1,8.3
David Montgomery (DET),2021,12,17,46,2.7,12,0,0,3,3,28,9.3,0,0,7.4
Tevin Coleman (FA),2021,12,16,67,4.2,19,0,0,2,3,3,1.5,0,0,7.0
Kene Nwangwu (MIN),2021,12,1,7,7.0,7,0,0,0,0,0,0.0,0,0,6.7
Miles Sanders (CAR),2021,12,9,64,7.1,27,1,0,1,1,0,0.0,0,0,6.4
Devonta Freeman (FA),2021,12,16,52,3.3,8,0,0,1,1,8,8.0,0,0,6.0
David Johnson (FA),2021,12,10,39,3.9,7,0,0,2,3,16,8.0,0,0,5.5
Brandon Bolden (LV),2021,12,0,0,0.0,0,0,0,4,4,54,13.5,0,0,5.4
Rex Burkhead (FA),2021,12,12,27,2.3,10,0,0,3,3,27,9.0,0,0,5.4
Saquon Barkley (NYG),2021,12,13,40,3.1,32,2,0,4,5,13,3.3,0,0,5.3
Devin Singletary (HOU),2021,12,15,44,2.9,15,0,0,1,1,4,4.0,0,0,4.8
Rhamondre Stevenson (NE),2021,12,9,46,5.1,19,0,0,0,1,0,0.0,0,0,4.6
Ty Montgomery (NE),2021,12,6,14,2.3,8,0,0,5,7,31,6.2,0,0,4.5
Ty Johnson (NYJ),2021,12,6,42,7.0,24,1,0,0,1,0,0.0,0,0,4.2
Phillip Lindsay (FA),2021,12,12,42,3.5,9,0,0,0,0,0,0.0,0,0,4.2
Mike Davis (FA),2021,12,5,16,3.2,6,0,0,3,4,25,8.3,0,0,4.1
Nick Chubb (CLE),2021,12,8,16,2.0,5,0,0,2,4,23,11.5,0,0,3.9
Najee Harris (PIT),2021,12,8,23,2.9,5,0,0,3,5,14,4.7,0,0,3.7
Kyle Juszczyk (SF),2021,12,0,0,0.0,0,0,0,2,2,37,18.5,0,0,3.7
Christian McCaffrey (SF),2021,12,10,35,3.5,15,0,0,0,1,0,0.0,0,0,3.5
Kenneth Gainwell (PHI),2021,12,0,0,0.0,0,0,0,3,4,32,10.7,0,0,3.2
DeeJay Dallas (SEA),2021,12,3,4,1.3,3,0,0,5,5,27,5.4,0,0,3.1
Kenyan Drake (FA),2021,12,7,25,3.6,4,0,0,2,2,5,2.5,0,0,3.0
Chris Evans (CIN),2021,12,5,23,4.6,13,0,0,1,1,5,5.0,0,0,2.8
Tony Jones Jr. (DEN),2021,12,16,27,1.7,11,0,0,0,0,0,0.0,0,0,2.7
Kalen Ballage (FA),2021,12,3,21,7.0,13,0,0,1,2,6,6.0,0,0,2.7
Devontae Booker (FA),2021,12,3,10,3.3,6,0,0,1,1,17,17.0,0,0,2.7
Salvon Ahmed (MIA),2021,12,5,17,3.4,16,0,0,1,1,9,9.0,0,0,2.6
Sony Michel (FA),2021,12,3,14,4.7,7,0,0,1,1,11,11.0,0,0,2.5
Ameer Abdullah (LV),2021,12,2,4,2.0,5,0,0,2,6,20,10.0,0,0,2.4
Aaron Jones (GB),2021,12,10,23,2.3,8,0,0,0,1,0,0.0,0,0,2.3
Joshua Kelley (LAC),2021,12,1,5,5.0,5,0,0,2,3,15,7.5,0,0,2.0
Kareem Hunt (FA),2021,12,7,20,2.9,9,0,0,0,1,0,0.0,0,0,2.0
